date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-01-03,13,7,0.0,5.0,3,51,02:00 PM,01:47 AM,08:49 AM,06:41 PM,11,10,11,10,16,95,96,23.1,1009,13,8,195,9,CHA
2020-01-04,10,1,0.0,5.0,2,59,02:28 PM,02:42 AM,08:49 AM,06:42 PM,4,4,7,4,22,84,80,3.2,1016,10,8,270,15,CHA
2020-01-05,10,0,0.0,9.9,3,66,02:58 PM,03:38 AM,08:49 AM,06:43 PM,0,3,5,3,10,15,76,0.0,1026,10,10,256,6,CHA
2020-01-06,10,2,0.0,5.0,2,73,03:32 PM,04:36 AM,08:49 AM,06:44 PM,4,5,6,5,6,68,86,0.1,1022,10,10,184,4,CHA
2020-01-07,9,4,0.0,10.0,2,80,04:10 PM,05:38 AM,08:49 AM,06:45 PM,2,4,6,4,15,35,78,4.1,1021,9,9,255,11,CHA
2020-01-01,9,0,0.0,9.7,2,37,12:41 PM,No moonset,08:30 AM,06:04 PM,-3,2,4,2,14,11,63,0.0,1012,9,10,246,8,CHO
2020-01-02,10,0,0.0,9.8,2,44,01:07 PM,12:22 AM,08:30 AM,06:05 PM,-1,3,4,3,11,39,69,0.0,1015,10,10,234,6,CHO
2020-01-03,14,7,0.0,4.9,3,51,01:32 PM,01:19 AM,08:30 AM,06:06 PM,9,9,10,9,18,85,92,18.0,1009,14,7,212,11,CHO
2020-01-04,13,8,0.0,8.2,3,59,01:58 PM,02:15 AM,08:30 AM,06:07 PM,9,10,11,10,15,68,85,2.1,1006,13,7,248,9,CHO
2020-01-05,9,1,0.0,9.8,2,66,02:26 PM,03:14 AM,08:30 AM,06:08 PM,-3,2,5,2,20,6,57,0.0,1015,9,10,277,13,CHO
2020-01-06,10,0,0.0,9.8,3,73,02:59 PM,04:13 AM,08:30 AM,06:09 PM,-4,2,5,2,13,9,61,0.0,1018,10,10,259,7,CHO
2020-01-07,2,-2,5.5,8.2,1,80,03:36 PM,05:16 AM,08:30 AM,06:09 PM,-5,-1,1,-1,6,44,72,7.3,1018,2,8,214,4,CHO
2020-01-01,14,7,0.0,10.0,4,37,12:43 PM,No moonset,08:23 AM,06:24 PM,0,8,10,8,17,4,52,0.0,1017,14,10,279,11,CHS
2020-01-02,17,7,0.0,10.0,4,44,01:12 PM,12:31 AM,08:23 AM,06:25 PM,2,11,12,11,10,23,54,0.0,1018,17,10,210,6,CHS
2020-01-03,22,14,0.0,6.7,5,51,01:40 PM,01:25 AM,08:23 AM,06:26 PM,17,20,21,20,29,68,85,1.0,1014,22,10,197,18,CHS
2020-01-04,20,14,0.0,5.0,4,59,02:09 PM,02:19 AM,08:23 AM,06:27 PM,14,18,18,18,27,75,78,10.8,1012,20,10,249,17,CHS
2020-01-05,13,5,0.0,10.0,3,66,02:40 PM,03:15 AM,08:23 AM,06:27 PM,-1,7,9,7,21,0,50,0.0,1022,13,10,285,15,CHS
2020-01-06,16,7,0.0,10.1,4,73,03:15 PM,04:12 AM,08:23 AM,06:28 PM,3,10,11,10,16,1,61,0.0,1022,16,10,263,10,CHS
2020-01-07,16,9,0.0,10.1,3,80,03:54 PM,05:12 AM,08:23 AM,06:29 PM,6,11,12,11,21,20,68,0.0,1020,16,10,247,14,CHS
2020-01-01,4,-5,0.0,8.7,2,37,12:38 PM,No moonset,08:34 AM,05:46 PM,-6,-6,-2,-6,28,2,72,0.0,1009,4,10,216,17,CID
2020-01-02,5,2,0.0,3.4,1,44,01:02 PM,12:15 AM,08:34 AM,05:47 PM,2,0,3,0,23,62,91,0.0,1001,5,9,244,13,CID
2020-01-03,-1,-3,0.0,3.4,1,51,01:25 PM,01:14 AM,08:34 AM,05:48 PM,-4,-6,-1,-6,24,78,80,0.0,1010,-1,10,343,18,CID
2020-01-04,-2,-7,1.4,5.2,1,59,01:49 PM,02:13 AM,08:34 AM,05:49 PM,-3,-7,-3,-7,20,65,91,2.4,1018,-2,6,247,13,CID
2020-01-05,3,-3,0.0,8.7,2,66,02:15 PM,03:14 AM,08:34 AM,05:50 PM,-3,-5,1,-5,38,6,75,0.0,1017,3,10,260,23,CID
2020-01-06,3,-2,0.0,5.2,1,73,02:45 PM,04:16 AM,08:34 AM,05:51 PM,-5,-4,0,-4,19,45,69,0.0,1020,3,10,250,11,CID
2020-01-07,1,-4,0.0,8.7,1,80,03:21 PM,05:20 AM,08:34 AM,05:52 PM,-5,-6,-1,-6,27,61,73,0.1,1020,1,10,288,19,CID
2020-01-01,-4,-7,0.0,6.9,1,37,01:13 PM,No moonset,09:21 AM,06:02 PM,-7,-11,-6,-11,20,78,91,0.3,1004,-4,8,247,12,CIU
2020-01-02,2,-4,0.0,3.3,1,44,01:34 PM,12:42 AM,09:21 AM,06:03 PM,1,-3,1,-3,25,100,95,0.1,998,2,8,212,15,CIU
2020-01-03,0,-4,0.1,5.1,1,51,01:54 PM,01:44 AM,09:21 AM,06:04 PM,-2,-5,-1,-5,17,91,91,0.1,1005,0,9,281,11,CIU
2020-01-04,-3,-5,1.2,3.3,1,59,02:15 PM,02:46 AM,09:21 AM,06:05 PM,-5,-8,-4,-8,15,97,94,1.5,1012,-3,5,300,9,CIU
2020-01-05,-1,-6,8.1,3.3,1,66,02:38 PM,03:49 AM,09:21 AM,06:06 PM,-4,-8,-3,-8,22,93,95,9.6,1007,-1,4,219,14,CIU
2020-01-06,-3,-8,2.0,3.3,1,73,03:06 PM,04:55 AM,09:21 AM,06:07 PM,-6,-11,-5,-11,30,85,87,3.3,1008,-3,4,272,19,CIU
2020-01-07,-1,-10,3.8,3.3,1,80,03:38 PM,06:02 AM,09:20 AM,06:08 PM,-6,-10,-4,-10,28,74,88,4.5,1008,-1,7,255,17,CIU
2020-01-01,3,-1,0.7,9.7,1,37,12:49 PM,No moonset,08:41 AM,06:08 PM,-3,-4,0,-4,24,49,80,1.1,1013,3,7,247,18,CKB
2020-01-02,9,-3,0.0,8.2,2,44,01:14 PM,12:28 AM,08:41 AM,06:09 PM,-1,1,4,1,17,46,73,0.7,1014,9,9,199,9,CKB
2020-01-03,11,4,0.0,4.8,3,51,01:39 PM,01:26 AM,08:41 AM,06:10 PM,9,8,10,8,15,100,96,27.8,1007,11,7,186,9,CKB
2020-01-04,10,3,4.3,4.9,2,59,02:05 PM,02:23 AM,08:41 AM,06:11 PM,7,6,9,6,21,95,91,28.2,1007,10,8,267,14,CKB
2020-01-05,3,-1,2.2,8.2,1,66,02:32 PM,03:23 AM,08:41 AM,06:11 PM,-2,-4,1,-4,24,84,82,2.7,1017,3,7,263,18,CKB
2020-01-06,3,-2,0.2,8.2,1,73,03:04 PM,04:23 AM,08:41 AM,06:12 PM,-2,-3,1,-3,19,64,81,0.3,1019,3,10,245,14,CKB
2020-01-07,2,-3,0.5,6.5,1,80,03:40 PM,05:26 AM,08:41 AM,06:13 PM,-3,-4,-1,-4,13,63,83,1.3,1018,2,6,178,8,CKB
2020-01-01,1,-2,0.1,8.2,1,37,12:57 PM,No moonset,08:54 AM,06:08 PM,-5,-7,-1,-7,35,56,75,0.6,1011,1,6,250,26,CLE
2020-01-02,6,-3,0.0,9.6,1,44,01:21 PM,12:34 AM,08:54 AM,06:09 PM,0,-2,3,-2,41,38,80,0.0,1009,6,10,204,26,CLE
2020-01-03,7,5,0.0,4.8,2,51,01:45 PM,01:33 AM,08:54 AM,06:10 PM,6,4,6,4,17,100,98,14.6,1005,7,7,184,10,CLE
2020-01-04,3,1,1.1,4.8,1,59,02:09 PM,02:31 AM,08:54 AM,06:11 PM,1,-2,2,-2,24,100,92,3.9,1009,3,6,185,17,CLE
2020-01-05,4,0,0.2,4.8,1,66,02:36 PM,03:32 AM,08:54 AM,06:12 PM,-3,-5,1,-5,38,89,75,0.4,1015,4,9,256,28,CLE
2020-01-06,2,-2,0.0,9.6,1,73,03:06 PM,04:33 AM,08:54 AM,06:13 PM,-3,-4,1,-4,39,47,72,0.3,1017,2,7,260,27,CLE
2020-01-07,3,0,0.0,4.8,1,80,03:41 PM,05:38 AM,08:54 AM,06:14 PM,-5,-3,1,-3,26,92,65,0.1,1016,3,10,228,17,CLE
2020-01-01,9,2,0.0,5.1,2,37,12:48 PM,No moonset,08:22 AM,06:35 PM,3,7,8,7,16,84,69,15.6,1015,9,9,104,9,CLL
2020-01-02,16,11,0.0,6.7,3,44,01:18 PM,12:40 AM,08:23 AM,06:36 PM,13,14,14,14,22,75,91,4.7,1004,16,10,192,13,CLL
2020-01-03,14,9,0.0,10.0,3,51,01:47 PM,01:33 AM,08:23 AM,06:37 PM,6,9,11,9,30,34,70,0.1,1012,14,10,282,18,CLL
2020-01-04,18,7,0.0,10.1,4,59,02:17 PM,02:25 AM,08:23 AM,06:37 PM,2,10,12,10,19,0,55,0.0,1026,18,10,260,10,CLL
2020-01-05,19,9,0.0,10.2,4,66,02:49 PM,03:20 AM,08:23 AM,06:38 PM,4,12,13,12,26,0,56,0.0,1026,19,10,199,15,CLL
2020-01-06,19,10,0.0,6.7,3,73,03:25 PM,04:16 AM,08:23 AM,06:39 PM,9,13,14,13,22,42,73,0.0,1022,19,10,211,12,CLL
2020-01-07,15,7,0.0,10.0,3,80,04:06 PM,05:15 AM,08:23 AM,06:40 PM,0,9,11,9,20,40,51,0.0,1029,15,10,154,11,CLL
2020-01-01,11,4,0.0,9.9,2,37,12:48 PM,No moonset,08:32 AM,06:22 PM,-1,5,7,5,12,19,60,0.0,1016,11,10,257,8,CLT
2020-01-02,9,4,0.0,6.6,2,44,01:16 PM,12:34 AM,08:32 AM,06:23 PM,1,5,6,5,9,51,68,0.0,1017,9,10,215,6,CLT
2020-01-03,17,4,0.0,5.0,3,51,01:43 PM,01:29 AM,08:32 AM,06:24 PM,11,12,12,12,16,95,89,6.9,1011,17,8,179,9,CLT
2020-01-04,16,10,0.0,9.9,3,59,02:11 PM,02:24 AM,08:33 AM,06:24 PM,9,13,14,13,25,62,76,2.8,1010,16,10,257,18,CLT
2020-01-05,10,4,0.0,9.9,3,66,02:41 PM,03:21 AM,08:33 AM,06:25 PM,-2,4,7,4,21,0,59,0.0,1021,10,10,269,14,CLT
2020-01-06,14,5,0.0,9.9,4,73,03:14 PM,04:19 AM,08:33 AM,06:26 PM,2,8,9,8,10,2,63,0.0,1020,14,10,236,6,CLT
2020-01-07,9,5,0.0,8.3,2,80,03:53 PM,05:20 AM,08:33 AM,06:27 PM,1,5,7,5,17,49,70,4.0,1018,9,10,204,11,CLT
2020-01-01,3,-2,0.0,9.6,2,37,01:00 PM,No moonset,08:53 AM,06:16 PM,-5,-4,0,-4,22,36,69,0.1,1013,3,10,248,17,CMH
2020-01-02,6,1,0.0,6.5,1,44,01:25 PM,12:39 AM,08:53 AM,06:17 PM,1,0,4,0,26,50,80,0.8,1011,6,9,197,17,CMH
2020-01-03,10,4,0.0,4.8,2,51,01:50 PM,01:37 AM,08:54 AM,06:18 PM,8,7,8,7,14,100,98,12.5,1005,10,5,204,9,CMH
2020-01-04,7,1,4.3,4.8,2,59,02:15 PM,02:35 AM,08:54 AM,06:19 PM,4,3,5,3,15,99,91,13.8,1010,7,7,249,12,CMH
2020-01-05,5,-1,0.0,8.2,1,66,02:42 PM,03:34 AM,08:54 AM,06:20 PM,-3,-3,2,-3,26,53,70,0.1,1018,5,10,258,20,CMH
2020-01-06,4,-1,0.0,9.7,1,73,03:13 PM,04:35 AM,08:54 AM,06:21 PM,-4,-2,2,-2,19,40,66,0.0,1020,4,10,261,14,CMH
2020-01-07,5,0,0.0,9.7,1,80,03:49 PM,05:39 AM,08:53 AM,06:22 PM,-5,-1,2,-1,15,63,60,0.0,1017,5,10,222,11,CMH
2020-01-01,4,-3,0.0,8.7,2,37,12:22 PM,No moonset,08:15 AM,05:38 PM,-4,-4,0,-4,25,2,73,0.0,1013,4,10,231,17,CMI
2020-01-02,8,3,0.0,5.2,2,44,12:47 PM,12:02 AM,08:15 AM,05:39 PM,4,2,6,2,33,56,86,1.7,1005,8,10,192,21,CMI
2020-01-03,8,3,0.0,3.5,2,51,01:12 PM,12:59 AM,08:15 AM,05:40 PM,5,3,6,3,21,100,95,32.5,1005,8,8,117,15,CMI
2020-01-04,1,-1,0.9,3.5,1,59,01:37 PM,01:57 AM,08:15 AM,05:41 PM,-2,-3,1,-3,19,74,85,1.7,1016,1,8,315,14,CMI
2020-01-05,6,-1,0.0,8.7,2,66,02:04 PM,02:57 AM,08:15 AM,05:42 PM,-3,-3,2,-3,33,10,72,0.0,1020,6,10,252,21,CMI
2020-01-06,5,-2,0.0,8.7,2,73,02:35 PM,03:58 AM,08:15 AM,05:43 PM,-6,-2,1,-2,16,11,61,0.0,1022,5,10,249,9,CMI
2020-01-07,3,-1,0.0,7.0,1,80,03:11 PM,05:01 AM,08:15 AM,05:44 PM,-4,-4,0,-4,24,37,70,0.0,1020,3,10,252,15,CMI
2020-01-01,-5,-9,0.0,5.1,1,37,01:30 PM,No moonset,09:41 AM,06:14 PM,-10,-12,-7,-12,22,35,80,0.0,1004,-5,10,233,13,CMX
2020-01-02,1,-8,1.4,3.3,1,44,01:50 PM,12:58 AM,09:41 AM,06:15 PM,0,-5,0,-5,26,98,95,1.8,995,1,6,234,18,CMX
2020-01-03,-4,-9,0.0,3.3,1,51,02:10 PM,02:00 AM,09:41 AM,06:16 PM,-6,-10,-5,-10,23,100,85,0.4,1008,-4,10,305,18,CMX
2020-01-04,-3,-5,0.0,3.3,1,59,02:30 PM,03:03 AM,09:41 AM,06:17 PM,-6,-9,-4,-9,21,100,88,0.3,1014,-3,9,294,14,CMX
2020-01-05,-1,-7,0.2,3.3,1,66,02:53 PM,04:07 AM,09:40 AM,06:18 PM,-5,-8,-3,-8,35,100,87,3.7,1005,-1,4,237,25,CMX
2020-01-06,-2,-8,0.1,8.7,1,73,03:20 PM,05:14 AM,09:40 AM,06:19 PM,-6,-9,-3,-9,39,45,77,0.3,1010,-2,5,273,29,CMX
2020-01-07,-2,-13,0.0,3.3,1,80,03:51 PM,06:21 AM,09:40 AM,06:21 PM,-8,-15,-7,-15,43,85,87,2.4,1010,-2,5,282,33,CMX
2020-01-01,-6,-9,0.6,6.5,1,37,12:49 PM,No moonset,08:37 AM,06:08 PM,-10,-9,-8,-9,7,51,81,0.7,1020,-6,8,131,4,CNY
2020-01-02,-2,-7,0.0,9.7,2,44,01:14 PM,12:31 AM,08:37 AM,06:09 PM,-8,-6,-5,-6,5,24,81,0.0,1017,-2,10,205,3,CNY
2020-01-03,-2,-5,0.0,9.7,2,51,01:39 PM,01:29 AM,08:37 AM,06:09 PM,-7,-6,-4,-6,8,8,77,0.0,1030,-2,10,60,4,CNY
2020-01-04,0,-4,0.0,9.7,2,59,02:05 PM,02:26 AM,08:37 AM,06:10 PM,-6,-3,-3,-3,6,11,77,0.0,1032,0,10,148,3,CNY
2020-01-05,0,-7,0.0,9.7,2,66,02:33 PM,03:25 AM,08:37 AM,06:11 PM,-6,-4,-3,-4,9,12,80,0.0,1029,0,10,164,5,CNY
2020-01-06,0,-4,0.0,9.8,2,73,03:06 PM,04:25 AM,08:37 AM,06:12 PM,-7,-4,-3,-4,8,6,76,0.0,1035,0,10,223,4,CNY
2020-01-07,1,-4,0.0,9.8,2,80,03:43 PM,05:28 AM,08:37 AM,06:13 PM,-8,-4,-3,-4,7,6,70,0.0,1032,1,10,82,4,CNY
2020-01-01,3,-5,0.0,8.7,2,37,12:51 PM,No moonset,08:53 AM,05:47 PM,-10,-8,-2,-8,37,18,57,0.0,1006,3,10,260,20,COD
2020-01-02,0,-6,0.0,8.7,2,44,01:13 PM,12:25 AM,08:53 AM,05:48 PM,-12,-10,-3,-10,38,15,50,0.0,1012,0,10,266,22,COD
2020-01-03,3,-7,0.0,8.7,2,51,01:34 PM,01:26 AM,08:53 AM,05:49 PM,-12,-10,-4,-10,38,21,52,0.0,1024,3,10,258,21,COD
2020-01-04,5,-2,0.0,8.7,1,59,01:57 PM,02:27 AM,08:53 AM,05:50 PM,-8,-4,0,-4,34,12,54,0.0,1021,5,10,250,19,COD
2020-01-05,-1,-5,0.0,8.7,2,66,02:21 PM,03:30 AM,08:53 AM,05:51 PM,-13,-7,-4,-7,14,28,52,0.0,1027,-1,10,244,9,COD
2020-01-06,-1,-8,0.0,8.7,2,73,02:50 PM,04:33 AM,08:52 AM,05:52 PM,-14,-11,-5,-11,28,7,53,0.0,1028,-1,10,251,16,COD
2020-01-07,4,-5,0.0,8.7,2,80,03:24 PM,05:40 AM,08:52 AM,05:53 PM,-9,-6,-2,-6,25,14,60,0.0,1022,4,10,229,13,COD
2020-01-01,7,-4,0.0,8.7,1,37,12:28 PM,No moonset,08:17 AM,05:48 PM,-11,-1,1,-1,15,35,42,0.0,1006,7,10,201,7,COS
2020-01-02,3,-3,0.0,8.7,1,44,12:53 PM,12:11 AM,08:17 AM,05:49 PM,-10,-3,0,-3,17,17,51,0.0,1007,3,10,244,9,COS
2020-01-03,2,-6,0.0,8.7,2,51,01:19 PM,01:08 AM,08:17 AM,05:49 PM,-14,-5,-2,-5,10,12,43,0.0,1023,2,10,263,6,COS
2020-01-04,9,-2,0.0,8.7,2,59,01:45 PM,02:05 AM,08:17 AM,05:50 PM,-7,1,3,1,14,11,49,0.0,1023,9,10,255,7,COS
2020-01-05,2,-7,0.0,8.7,2,66,02:13 PM,03:04 AM,08:17 AM,05:51 PM,-9,-5,-1,-5,28,4,52,0.0,1023,2,10,226,18,COS
2020-01-06,4,-4,0.0,8.7,2,73,02:45 PM,04:04 AM,08:17 AM,05:52 PM,-15,-3,0,-3,17,6,33,0.0,1028,4,10,271,9,COS
2020-01-07,7,-3,0.0,8.7,2,80,03:22 PM,05:07 AM,08:17 AM,05:53 PM,-12,0,2,0,13,3,39,0.0,1025,7,10,242,7,COS
2020-01-01,9,-2,0.0,8.7,2,37,12:37 PM,No moonset,08:27 AM,05:58 PM,-2,-1,2,-1,24,3,71,0.0,1013,9,10,215,14,COU
2020-01-02,10,4,0.0,3.5,2,44,01:03 PM,12:19 AM,08:27 AM,05:58 PM,5,5,7,5,21,60,87,1.7,1002,10,10,172,11,COU
2020-01-03,6,-8,14.5,3.5,1,51,01:28 PM,01:16 AM,08:27 AM,05:59 PM,2,-1,2,-1,27,91,92,39.8,1007,6,5,178,18,COU
2020-01-04,4,-1,0.2,8.2,1,59,01:54 PM,02:13 AM,08:27 AM,06:00 PM,-3,-4,1,-4,27,63,74,0.4,1020,4,8,283,19,COU
2020-01-05,8,0,0.0,9.7,2,66,02:22 PM,03:12 AM,08:27 AM,06:01 PM,-3,0,3,0,27,5,63,0.0,1023,8,10,267,16,COU
2020-01-06,6,-1,0.0,9.8,1,73,02:54 PM,04:12 AM,08:27 AM,06:02 PM,-4,0,2,0,12,60,63,0.0,1022,6,10,232,7,COU
2020-01-07,6,0,0.0,9.8,2,80,03:31 PM,05:15 AM,08:27 AM,06:03 PM,-4,-2,2,-2,26,14,65,0.0,1022,6,10,266,16,COU
2020-01-01,-1,-11,0.1,3.4,1,37,12:39 PM,No moonset,08:37 AM,05:42 PM,-8,-13,-5,-13,49,73,80,0.1,1005,-1,9,209,28,CPR
2020-01-02,-4,-10,0.0,5.2,1,44,01:02 PM,12:16 AM,08:37 AM,05:43 PM,-10,-13,-7,-13,30,48,80,0.0,1010,-4,10,228,16,CPR
2020-01-03,-5,-14,0.0,8.7,2,51,01:25 PM,01:15 AM,08:37 AM,05:44 PM,-13,-18,-10,-18,43,11,78,0.0,1024,-5,10,213,23,CPR
2020-01-04,1,-6,0.0,8.7,2,59,01:48 PM,02:15 AM,08:37 AM,05:45 PM,-7,-11,-3,-11,55,6,74,0.0,1022,1,10,214,28,CPR
2020-01-05,-4,-11,0.2,8.7,1,66,02:14 PM,03:16 AM,08:37 AM,05:46 PM,-11,-14,-8,-14,25,37,81,0.2,1027,-4,9,214,13,CPR
2020-01-06,-5,-14,0.0,8.7,1,73,02:43 PM,04:19 AM,08:37 AM,05:47 PM,-13,-17,-10,-17,39,26,74,0.0,1028,-5,10,222,20,CPR
2020-01-07,-1,-8,0.0,8.7,2,80,03:18 PM,05:25 AM,08:37 AM,05:48 PM,-9,-13,-6,-13,45,11,74,0.0,1023,-1,10,205,23,CPR
2020-01-01,18,15,0.0,5.1,4,37,12:51 PM,No moonset,08:21 AM,06:46 PM,15,17,17,17,30,97,89,25.4,1013,18,6,151,17,CRP
2020-01-02,19,16,0.0,6.7,4,44,01:22 PM,12:46 AM,08:21 AM,06:47 PM,13,17,17,17,33,60,79,1.5,1005,19,10,197,18,CRP
2020-01-03,18,14,0.0,10.3,5,51,01:53 PM,01:38 AM,08:21 AM,06:47 PM,5,15,16,15,39,2,49,0.0,1014,18,10,285,24,CRP
2020-01-04,19,10,0.0,10.3,4,59,02:24 PM,02:29 AM,08:21 AM,06:48 PM,3,13,14,13,18,1,49,0.0,1027,19,10,280,10,CRP
2020-01-05,21,12,0.0,10.3,5,66,02:57 PM,03:22 AM,08:22 AM,06:49 PM,6,15,16,15,26,0,53,0.0,1027,21,10,183,16,CRP
2020-01-06,22,14,0.0,10.3,5,73,03:35 PM,04:17 AM,08:22 AM,06:50 PM,12,17,18,17,26,24,68,0.0,1021,22,10,168,16,CRP
2020-01-07,18,14,0.0,10.3,4,80,04:16 PM,05:15 AM,08:22 AM,06:50 PM,6,15,16,15,26,30,55,0.4,1027,18,10,68,18,CRP
2020-01-01,5,1,0.2,9.7,1,37,12:54 PM,No moonset,08:43 AM,06:16 PM,-2,-2,2,-2,21,62,76,0.3,1015,5,9,248,16,CRW
2020-01-02,9,1,0.0,6.6,2,44,01:20 PM,12:35 AM,08:43 AM,06:17 PM,0,3,5,3,15,57,72,3.2,1014,9,9,176,8,CRW
2020-01-03,12,2,0.0,4.9,3,51,01:45 PM,01:32 AM,08:44 AM,06:18 PM,10,9,10,9,15,98,95,40.5,1007,12,6,192,9,CRW
2020-01-04,11,3,4.3,6.6,2,59,02:11 PM,02:28 AM,08:44 AM,06:19 PM,7,6,9,6,23,88,89,18.0,1009,11,8,256,16,CRW
2020-01-05,6,-1,3.0,9.8,1,66,02:39 PM,03:27 AM,08:44 AM,06:19 PM,-1,-2,2,-2,24,69,80,3.6,1020,6,8,261,17,CRW
2020-01-06,5,-1,0.0,9.8,1,73,03:11 PM,04:27 AM,08:44 AM,06:20 PM,-1,0,3,0,14,46,79,0.0,1021,5,10,244,10,CRW
2020-01-07,5,-1,0.3,8.2,1,80,03:48 PM,05:30 AM,08:44 AM,06:21 PM,-3,-1,1,-1,13,42,76,2.8,1019,5,9,174,9,CRW
2020-01-01,13,4,0.0,10.0,3,37,01:03 PM,No moonset,08:41 AM,06:45 PM,-1,7,8,7,10,13,56,0.0,1020,13,10,279,6,CSG
2020-01-02,17,7,0.0,6.7,3,44,01:32 PM,12:52 AM,08:42 AM,06:46 PM,4,11,12,11,16,59,60,0.1,1015,17,10,155,11,CSG
2020-01-03,17,12,0.0,5.0,4,51,02:00 PM,01:46 AM,08:42 AM,06:46 PM,15,15,15,15,19,82,93,16.2,1011,17,7,208,11,CSG
2020-01-04,15,10,0.0,8.3,3,59,02:29 PM,02:39 AM,08:42 AM,06:47 PM,8,13,14,13,22,60,72,0.5,1016,15,10,283,16,CSG
2020-01-05,12,2,0.0,10.1,3,66,03:00 PM,03:35 AM,08:42 AM,06:48 PM,0,5,7,5,15,0,65,0.0,1027,12,10,296,11,CSG
2020-01-06,15,5,0.0,10.1,4,73,03:35 PM,04:31 AM,08:42 AM,06:49 PM,4,8,9,8,12,11,71,0.0,1023,15,10,248,7,CSG
2020-01-07,13,8,0.0,10.0,3,80,04:15 PM,05:31 AM,08:42 AM,06:50 PM,4,9,11,9,21,42,67,0.2,1022,13,10,268,14,CSG
2020-01-01,4,-6,0.0,9.7,2,37,01:07 PM,No moonset,08:58 AM,06:26 PM,-3,-3,1,-3,19,24,75,0.0,1015,4,10,239,14,CVG
2020-01-02,8,2,0.0,6.5,2,44,01:32 PM,12:47 AM,08:58 AM,06:27 PM,3,1,5,1,24,59,84,1.6,1010,8,8,194,15,CVG
2020-01-03,12,4,0.0,4.9,3,51,01:57 PM,01:44 AM,08:58 AM,06:28 PM,10,9,10,9,17,93,95,7.2,1005,12,6,200,11,CVG
2020-01-04,7,1,0.7,4.9,1,59,02:23 PM,02:42 AM,08:58 AM,06:29 PM,4,3,5,3,18,97,90,5.7,1012,7,8,295,13,CVG
2020-01-05,6,-1,0.0,9.7,2,66,02:51 PM,03:41 AM,08:58 AM,06:30 PM,-2,-2,2,-2,25,25,77,0.2,1020,6,10,251,17,CVG
2020-01-06,6,-1,0.0,8.2,1,73,03:22 PM,04:41 AM,08:58 AM,06:31 PM,-3,0,2,0,12,37,68,0.0,1021,6,10,253,7,CVG
2020-01-07,5,1,0.0,9.7,2,80,03:59 PM,05:44 AM,08:58 AM,06:32 PM,-4,0,2,0,13,40,64,0.0,1019,5,10,205,9,CVG
2020-01-01,-3,-14,0.0,8.7,2,37,12:32 PM,No moonset,08:36 AM,05:28 PM,-10,-14,-9,-14,23,33,89,0.0,1007,-3,9,226,13,CWA
2020-01-02,0,-4,0.0,3.3,1,44,12:54 PM,12:04 AM,08:36 AM,05:29 PM,-2,-6,-1,-6,22,87,95,0.0,999,0,7,239,13,CWA
2020-01-03,-6,-10,0.0,8.7,2,51,01:16 PM,01:05 AM,08:36 AM,05:30 PM,-8,-13,-7,-13,18,37,92,0.0,1010,-6,9,312,12,CWA
2020-01-04,-6,-13,0.0,6.9,1,59,01:38 PM,02:06 AM,08:36 AM,05:31 PM,-8,-13,-8,-13,16,80,94,0.1,1017,-6,8,296,10,CWA
2020-01-05,0,-9,0.2,3.4,1,66,02:02 PM,03:09 AM,08:36 AM,05:32 PM,-5,-10,-3,-10,37,83,86,0.4,1010,0,7,252,24,CWA
2020-01-06,-3,-9,0.0,8.7,2,73,02:30 PM,04:13 AM,08:36 AM,05:33 PM,-7,-12,-6,-12,29,33,88,0.0,1016,-3,10,260,18,CWA
2020-01-07,-3,-16,0.1,5.1,1,80,03:04 PM,05:20 AM,08:36 AM,05:34 PM,-9,-13,-7,-13,32,81,88,0.6,1016,-3,7,275,21,CWA
2020-01-01,3,-2,0.0,6.9,1,37,12:30 PM,No moonset,08:24 AM,05:41 PM,-6,-7,0,-7,68,38,62,0.0,1005,3,9,269,37,CYS
2020-01-02,-2,-6,0.0,8.7,1,44,12:55 PM,12:10 AM,08:25 AM,05:42 PM,-9,-12,-4,-12,56,28,65,0.0,1008,-2,10,297,34,CYS
2020-01-03,-1,-8,0.0,8.7,2,51,01:19 PM,01:08 AM,08:25 AM,05:43 PM,-11,-12,-5,-12,60,11,62,0.0,1023,-1,10,288,34,CYS
2020-01-04,6,-1,0.0,6.9,1,59,01:43 PM,02:07 AM,08:25 AM,05:44 PM,-5,-4,2,-4,68,23,57,0.0,1021,6,10,273,35,CYS
2020-01-05,-2,-7,0.0,8.7,2,66,02:10 PM,03:07 AM,08:25 AM,05:45 PM,-9,-9,-3,-9,51,11,61,0.0,1024,-2,10,244,30,CYS
2020-01-06,-3,-9,0.0,8.7,2,73,02:40 PM,04:09 AM,08:25 AM,05:46 PM,-13,-13,-4,-13,78,3,49,0.0,1027,-3,10,286,50,CYS
2020-01-07,5,-1,0.0,8.7,2,80,03:16 PM,05:13 AM,08:24 AM,05:47 PM,-9,-6,1,-6,62,9,49,0.0,1022,5,10,266,36,CYS
2020-01-01,17,12,0.0,10.2,4,37,12:45 PM,No moonset,08:18 AM,06:37 PM,4,13,14,13,16,17,51,0.0,1019,17,10,209,11,DAB
